Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Original Head
PersonX wants to fit in because he is [MASK] .,PersonX wants to fit in because she is [MASK] .,PersonX wants to fit in because he [MASK] .,PersonX wants to fit in because she [MASK] .,PersonX wants to fit in because of his [MASK] .,PersonX wants to fit in because of her [MASK] .,PersonX wants to fit in
PersonX wants to go to bed because he is [MASK] .,PersonX wants to go to bed because she is [MASK] .,PersonX wants to go to bed because he [MASK] .,PersonX wants to go to bed because she [MASK] .,PersonX wants to go to bed because of his [MASK] .,PersonX wants to go to bed because of her [MASK] .,PersonX wants to go to bed
PersonX wants to see a movie because he is [MASK] .,PersonX wants to see a movie because she is [MASK] .,PersonX wants to see a movie because he [MASK] .,PersonX wants to see a movie because she [MASK] .,PersonX wants to see a movie because of his [MASK] .,PersonX wants to see a movie because of her [MASK] .,PersonX wants to see a movie
PersonX watches the sun rise because he is [MASK] .,PersonX watches the sun rise because she is [MASK] .,PersonX watches the sun rise because he [MASK] .,PersonX watches the sun rise because she [MASK] .,PersonX watches the sun rise because of his [MASK] .,PersonX watches the sun rise because of her [MASK] .,PersonX watches the sun rise
PersonX works hard but because he is [MASK] .,PersonX works hard but because she is [MASK] .,PersonX works hard but because he [MASK] .,PersonX works hard but because she [MASK] .,PersonX works hard but because of his [MASK] .,PersonX works hard but because of her [MASK] .,PersonX works hard but
PersonX would ever because he is [MASK] .,PersonX would ever because she is [MASK] .,PersonX would ever because he [MASK] .,PersonX would ever because she [MASK] .,PersonX would ever because of his [MASK] .,PersonX would ever because of her [MASK] .,PersonX would ever
PersonX would know because he is [MASK] .,PersonX would know because she is [MASK] .,PersonX would know because he [MASK] .,PersonX would know because she [MASK] .,PersonX would know because of his [MASK] .,PersonX would know because of her [MASK] .,PersonX would know
PersonX would stop because he is [MASK] .,PersonX would stop because she is [MASK] .,PersonX would stop because he [MASK] .,PersonX would stop because she [MASK] .,PersonX would stop because of his [MASK] .,PersonX would stop because of her [MASK] .,PersonX would stop
PersonX accidently left because he is [MASK] .,PersonX accidently left because she is [MASK] .,PersonX accidently left because he [MASK] .,PersonX accidently left because she [MASK] .,PersonX accidently left because of his [MASK] .,PersonX accidently left because of her [MASK] .,PersonX accidently left
PersonX adjusts spacing as well as minimizing because he is [MASK] .,PersonX adjusts spacing as well as minimizing because she is [MASK] .,PersonX adjusts spacing as well as minimizing because he [MASK] .,PersonX adjusts spacing as well as minimizing because she [MASK] .,PersonX adjusts spacing as well as minimizing because of his [MASK] .,PersonX adjusts spacing as well as minimizing because of her [MASK] .,PersonX adjusts spacing as well as minimizing
PersonX almost lost because he is [MASK] .,PersonX almost lost because she is [MASK] .,PersonX almost lost because he [MASK] .,PersonX almost lost because she [MASK] .,PersonX almost lost because of his [MASK] .,PersonX almost lost because of her [MASK] .,PersonX almost lost
PersonX also kept because he is [MASK] .,PersonX also kept because she is [MASK] .,PersonX also kept because he [MASK] .,PersonX also kept because she [MASK] .,PersonX also kept because of his [MASK] .,PersonX also kept because of her [MASK] .,PersonX also kept
PersonX always ate because he is [MASK] .,PersonX always ate because she is [MASK] .,PersonX always ate because he [MASK] .,PersonX always ate because she [MASK] .,PersonX always ate because of his [MASK] .,PersonX always ate because of her [MASK] .,PersonX always ate
PersonX always looked because he is [MASK] .,PersonX always looked because she is [MASK] .,PersonX always looked because he [MASK] .,PersonX always looked because she [MASK] .,PersonX always looked because of his [MASK] .,PersonX always looked because of her [MASK] .,PersonX always looked
PersonX always wanted a kitten because he is [MASK] .,PersonX always wanted a kitten because she is [MASK] .,PersonX always wanted a kitten because he [MASK] .,PersonX always wanted a kitten because she [MASK] .,PersonX always wanted a kitten because of his [MASK] .,PersonX always wanted a kitten because of her [MASK] .,PersonX always wanted a kitten
PersonX always worked because he is [MASK] .,PersonX always worked because she is [MASK] .,PersonX always worked because he [MASK] .,PersonX always worked because she [MASK] .,PersonX always worked because of his [MASK] .,PersonX always worked because of her [MASK] .,PersonX always worked
PersonX arrives shortly because he is [MASK] .,PersonX arrives shortly because she is [MASK] .,PersonX arrives shortly because he [MASK] .,PersonX arrives shortly because she [MASK] .,PersonX arrives shortly because of his [MASK] .,PersonX arrives shortly because of her [MASK] .,PersonX arrives shortly
PersonX bases upon research because he is [MASK] .,PersonX bases upon research because she is [MASK] .,PersonX bases upon research because he [MASK] .,PersonX bases upon research because she [MASK] .,PersonX bases upon research because of his [MASK] .,PersonX bases upon research because of her [MASK] .,PersonX bases upon research
PersonX becomes cold because he is [MASK] .,PersonX becomes cold because she is [MASK] .,PersonX becomes cold because he [MASK] .,PersonX becomes cold because she [MASK] .,PersonX becomes cold because of his [MASK] .,PersonX becomes cold because of her [MASK] .,PersonX becomes cold
PersonX becomes violently ill because he is [MASK] .,PersonX becomes violently ill because she is [MASK] .,PersonX becomes violently ill because he [MASK] .,PersonX becomes violently ill because she [MASK] .,PersonX becomes violently ill because of his [MASK] .,PersonX becomes violently ill because of her [MASK] .,PersonX becomes violently ill
PersonX bends over backwards because he is [MASK] .,PersonX bends over backwards because she is [MASK] .,PersonX bends over backwards because he [MASK] .,PersonX bends over backwards because she [MASK] .,PersonX bends over backwards because of his [MASK] .,PersonX bends over backwards because of her [MASK] .,PersonX bends over backwards
PersonX blows to kingdom come because he is [MASK] .,PersonX blows to kingdom come because she is [MASK] .,PersonX blows to kingdom come because he [MASK] .,PersonX blows to kingdom come because she [MASK] .,PersonX blows to kingdom come because of his [MASK] .,PersonX blows to kingdom come because of her [MASK] .,PersonX blows to kingdom come
PersonX breaks one because he is [MASK] .,PersonX breaks one because she is [MASK] .,PersonX breaks one because he [MASK] .,PersonX breaks one because she [MASK] .,PersonX breaks one because of his [MASK] .,PersonX breaks one because of her [MASK] .,PersonX breaks one
PersonX brings tears to my eyes because he is [MASK] .,PersonX brings tears to my eyes because she is [MASK] .,PersonX brings tears to my eyes because he [MASK] .,PersonX brings tears to my eyes because she [MASK] .,PersonX brings tears to my eyes because of his [MASK] .,PersonX brings tears to my eyes because of her [MASK] .,PersonX brings tears to my eyes
PersonX buys a scratch because he is [MASK] .,PersonX buys a scratch because she is [MASK] .,PersonX buys a scratch because he [MASK] .,PersonX buys a scratch because she [MASK] .,PersonX buys a scratch because of his [MASK] .,PersonX buys a scratch because of her [MASK] .,PersonX buys a scratch
PersonX can n't take it anymore because he is [MASK] .,PersonX can n't take it anymore because she is [MASK] .,PersonX can n't take it anymore because he [MASK] .,PersonX can n't take it anymore because she [MASK] .,PersonX can n't take it anymore because of his [MASK] .,PersonX can n't take it anymore because of her [MASK] .,PersonX can n't take it anymore
PersonX can not find one because he is [MASK] .,PersonX can not find one because she is [MASK] .,PersonX can not find one because he [MASK] .,PersonX can not find one because she [MASK] .,PersonX can not find one because of his [MASK] .,PersonX can not find one because of her [MASK] .,PersonX can not find one
PersonX catches as catch can because he is [MASK] .,PersonX catches as catch can because she is [MASK] .,PersonX catches as catch can because he [MASK] .,PersonX catches as catch can because she [MASK] .,PersonX catches as catch can because of his [MASK] .,PersonX catches as catch can because of her [MASK] .,PersonX catches as catch can
PersonX catches in traffic because he is [MASK] .,PersonX catches in traffic because she is [MASK] .,PersonX catches in traffic because he [MASK] .,PersonX catches in traffic because she [MASK] .,PersonX catches in traffic because of his [MASK] .,PersonX catches in traffic because of her [MASK] .,PersonX catches in traffic
PersonX changes horses in midstream because he is [MASK] .,PersonX changes horses in midstream because she is [MASK] .,PersonX changes horses in midstream because he [MASK] .,PersonX changes horses in midstream because she [MASK] .,PersonX changes horses in midstream because of his [MASK] .,PersonX changes horses in midstream because of her [MASK] .,PersonX changes horses in midstream
PersonX changes the baby 's diaper because he is [MASK] .,PersonX changes the baby 's diaper because she is [MASK] .,PersonX changes the baby 's diaper because he [MASK] .,PersonX changes the baby 's diaper because she [MASK] .,PersonX changes the baby 's diaper because of his [MASK] .,PersonX changes the baby 's diaper because of her [MASK] .,PersonX changes the baby 's diaper
PersonX comes to nothing because he is [MASK] .,PersonX comes to nothing because she is [MASK] .,PersonX comes to nothing because he [MASK] .,PersonX comes to nothing because she [MASK] .,PersonX comes to nothing because of his [MASK] .,PersonX comes to nothing because of her [MASK] .,PersonX comes to nothing
